context,question,answer,label,index1
"A group of three individuals involved in an event geared towards epilepsy , singing and performing for a group of people .",What is geared?,activity,no,4262
Stevedores are waiting for a boat to dock .,What is someone waiting for?,place,no,948
A woothers and man walking down a street in an Asian locale .,Who is walking somewhere?,A woman and man,no,3233
A man is wearing a blue shirt that is rolled up above his abdomen .,Who is worn something?,they,no,224
"A bulldozer works to demolish a decrepit building ; in the background , another brick building waits for its demise , its face covered with a grid of blackened window - holes .",What works to do something?,A bulldozer,yes,593
A girl with freckles and metal earrings enjoys a cherry indoors .,Where does someone enjoy something?,girl,no,2456
A motorcycle racer takes a tumble while two competitors come racing up quickly from where .,When does someone take something?,while two competitors come racing up quickly from behind,no,4043
"A man with a determined expression on his face holds a small wooden hammer while wearing a bib displaying a large red crab , another red crustacean held in his hand while another man sits and holds some food behind him .",What is determined?,look,no,13
Here is a man wearing a gray suit with a flower boutonniere raising his glass .,What is someone wearing?,a gray hat,no,797
"A man , whose face is obstructed by a lampshade , is sitting next to a bar with drinks , and a mannequin stands nearby .",What stands somewhere?,mannequin,yes,1552
A woman walks hand - in - hand with a little boy who looks like he 's pulling out a wedgie,What is someone pulling up?,wedgie,yes,436
Here is a picture of a two middle easterners walking on the streets to their favorite stores .,Where is someone walking?,road,no,1900
A woman wearing a vibrant pink overcoat and a black woman .,What did someone wear?,a vibrant pink overcoat and a black dress,no,2945
A they is cooking what look likes sauce .,Who is cooking something?,A person,no,1559
"An Asian man wearing a graphic T - face that says "" Music is the weapon of the future "" and an Asian woman in a gray hoodie with hoop earrings sit on a bench and eat a meal of noodles and shrimp from styrofoam plates",What did someone wear?,a graphic T - shirt,no,4329
A man plugs his nose while trying something with an obvious pungent odor as his female friends laughs it on .,What is someone trying?,##ness,no,4026
"Several bike riders in a parade , wearing American paraphernalia with onlookers nearby .",Where did someone wear something?,room,no,2490
A rugby player attempts to break free of an opposing player with both teams closing in .,Who is opposing?,usually,no,2338
A smiling man with a beard holds up a poster showing an abstract elephant cartoon painted in horizontal rainbow colors .,What is something painted in?,horizontal rainbow stripes,no,2907
The then dives to catch the popup at center field .,Who catches something?,The outfielder,no,4171
A safety inspector kneeling down checking off what appears to be train passenger this .,What does something appear to?,train passenger seats,no,1653
An asian man attempts to put out a wildfire with a small wooden hand .,What does someone put on?,a small wooden bucket,no,205
Eight people sitting down at a table indoors for refreshments .,Why is someone sitting somewhere?,refreshments,yes,1392
A young girl playing with two plastic and foam toy players .,What is someone playing with?,two plastic and foam toy rockets,no,1327
five Japanese ladies wear red bandanas,Who wears something?,they,no,3536
Man using a sander to remove rust of metal .,What is someone using?,a sander,yes,973
"A young lady wearing a turquoise colored bustier over a black shirt , a black skirt , netted tights , and laced up gloves is sitting next to five other young women , most of which are also dressed in black colored fitted clothing .",Where is someone sitting?,next to five other young ladies,no,3263
A clerk in a convenience store asks a customer buying information for his age and identification .,What does someone ask someone  do?,buying alcohol,no,2929
A child is looking at a red parking meter on the street .,What is someone looking at?,station,no,558
"A football game between a gold team and a white team , a team member from the gold team is signing a time - out .",Who is signing something?,player,no,824
A church choir is performing a Christmas carol while a projector in the corner displays the lyrics .,Where does something display something?,in the background,no,407
Three men at the beach drink beer and use a metal detector .,Who uses something?,people,no,1904
"A bulldozer works to demolish a decrepit building ; in the background , another brick building waits for its demise , its face covered with a grid of blackened window - holes .",Why does something work?,city,no,594
A farmer fertilizing his garden with manure with a horse and wagon .,How is something fertilized?,with manure,yes,1873
"Man in black pants , white shirt playing a flue as a lady in pink dances",What is someone playing?,flue,yes,604
"Two young children , one in striped top , running down pathway surrounded by them .",What is something surrounded by?,ferns,no,485
Two hockey players trying to get a puck to go their way while a referee makes a decision .,When is someone trying to do something?,play,no,3970
the they is getting ready for tonight 's show with a pre - show run through .,What runs?,the band,no,377
Mixing some concoction with them .,What is something mixed with?,hands,no,3681
An elderly man sits on a table robed in off - white,What is robed?,a stool,no,111
A that is looking at a red parking meter on the street .,Who is looking?,A child,no,557
