context,question,label,answer1,answer2,index1
"The 1926 Open Championship was the 61st Open Championship, held 23–25 June at Royal Lytham & St Annes Golf Club in Lytham St Annes, England. Amateur Bobby Jones won the first of his three Claret Jugs, two strokes ahead of runner-up Al Watrous. Jones was the first amateur to win the title in 29 years, last by Harold Hilton in 1897. Americans finished in the top four spots and it was the fifth victory by an American in six years.This was the first Open Championship in which there was both qualifying and a 36-hole cut. A 36-hole cut had been introduced in 1898 to reduce numbers on the final day. However with an ever increasing number of entries, in 1907 the cut was replaced with a qualification competition. This had continued until 1925, except in 1910–11 when there was again no qualification but a 36-hole cut. To make the cut players would need to be within 14 strokes of the leader after 36 holes. A new rule by the R&A was also put into place in the 1926 Open Championship; it stated that no competitors would be allowed more than two practice rounds prior to the event.  In the past some players had spent weeks on the championship course practicing. This new rule allowed the American players to compete on more equal terms with the British entrants.This was also the first time there was regional qualifying. A southern section played at Sunningdale, a central section at St Annes Old Links and a northern section at Western Gailes. Each section played 36 holes, although for the southern and central sections this took place on two days (16–17 June) while for the northern section it was on just one day (16 June). 49 places (and ties) were allocated to the southern section, 42 places (and ties) to the central section and 10 places (and ties) to the northern section. 55 players qualified from the southern section, 51 from the central section and 11 from the northern section giving a total of 117. Tom Wilson won the northern section with a score of 148. In the southern section Bobby Jones dominated, scoring 134 (66-68) and leading by seven clear strokes. During the two rounds on only one hole did he score more than four, a five at the 10th in his second round.  After his first round of 66, The Times reported that ""the crowd dispersed awe-stricken. They had watched the best round they had ever seen, or ever would see, and what the later players did they neither knew nor cared"". Walter Hagen led the central section with a score of 143, one of nine Americans qualifying there.Hagen opened with 68 on Wednesday to take the lead, but a 77 in the second round dropped him back to third. In his second Open and already the winner of two U.S. Amateurs and a U.S. Open, Jones played steady golf and carded two rounds of 72 to co-lead with Bill Mehlhorn at the midway point. Hagen was a stroke back and one behind him were Watrous and Fred McLeod.Jones had 73 in the third round on Friday morning, but Watrous shot 69 and took a two-stroke lead after 54 holes. In the final round that afternoon, Jones was still two behind Watrous with five holes to play. After picking up two strokes to forge a tie, Jones hit a wayward drive on 17 which appeared to swing the tournament back to Watrous.  However, Jones hit a remarkable recovery shot from the sand dunes onto the green, closer to the hole than Watrous' approach from the fairway. Jones wound up taking the decisive lead in the tournament on this hole after Watrous three-putted. Jones played the tough final 5 holes in 4-3-4-4-4 to post 74 for 291, while Watrous struggled to 78 and 293. Hagen, playing behind Jones and Watrous, had a chance to tie by holing his second shot on the 18th, but his shot rolled past the hole and into a bunker and he settled for third place.Jones, age 24, won his first Open Championship in just his second appearance. His first was five years earlier in 1921 and was less than pleasant: he walked off the Old Course at St Andrews in frustration after taking several shots to get out of a bunker. He went on to win two more Opens; his successful defense in 1927 was back at the Old Course, and his third in 1930 at Royal Liverpool was the second leg of his celebrated grand slam. Its first leg was the 1930 British Amateur, won three weeks earlier, Jones' win 90 years ago in 1930 is the last by an amateur.",Who won the 1926 Open Championship ?,yes,section played 36 holes,bigg boss marathi,3656
"Azhiyatha Kolangal 2 is a 2019 Tamil-language drama film written and directed by M. R. Bharathi and produced by Easwari Rao. The film features starring Prakash Raj, Revathi and Archana in the leading roles, while Nassar appears in a pivotal role. Featuring music composed by Aravind Siddhartha, Azhiyatha Kolangal began production in September 2015.",What role does Archana play in the film ?,yes,leading roles,a bib,5900
"The Amsterdams Lyceum is a Dutch secondary school combining gymnasium and atheneum. Both school types prepare students to go to university. It was established in 1917. The Amsterdams Lyceum has around 1100 students, most of whom are from Amsterdam, but small numbers from outer municipalities such as Amstelveen and  Badhoevedorp also find their way to this school.",What ' s the name of the secondary school that combines gymnasium and atheneum ?,yes,amsterdams lyceum,band,2305
A toddler wearing an Elmo t - shirt is standing in Santa 's sleigh .,Who is wearing something?,yes,A toddler,on a walkway,8194
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",When did Emiliano Malaquez finish his apprenticeship?,no,the first friday of each week,324 fish species found,914
"Jaya Engineering College is an educational institute located in Thiruninravur, Tamil Nadu, India. The college is  ISO 9001:2000 certified and affiliated to Anna University,Chennai.It is situated 7 km west of Avadi, 25 km from Chennai Central station and 22 km from Tiruvallur. It is approximately 1.5 km from Nemilichery Railway Station.",How many kilometers from Nemilichery Railway Station is Jaya Engineering College ?,yes,approximately 1,commonly known,4848
"The 2019–20 Sheffield Shield season was the 118th season of the Sheffield Shield, the domestic first-class cricket competition in Australia. It began on 10 October 2019 and was scheduled to finish on 31 March 2020. The first four rounds took place prior to the international Test series against Pakistan, and in addition the season breaks for the Big Bash League. Victoria were the defending champions.In December 2019, during the sixth round match between Victoria and Western Australia at the Melbourne Cricket Ground, play was suspended after 40 overs on the first day due to a dangerous pitch. Following another inspection on the second day, the match was called off. During the same round, the match at the Sydney Cricket Ground between New South Wales and Queensland was played under a smoke cloud from the Australian bushfires.The final round of matches and the final were cancelled due to the COVID-19 pandemic. The title was subsequently awarded to New South Wales, who finished on top of the points table after the nine rounds that were played. It was the 47th time that New South Wales had won the title. On 25 March 2020, Cricket Australia named Moises Henriques and Nic Maddinson as the joint winners of player of the season.",What caused the final round of matches and the final round of matches to be cancelled ?,yes,19 pandemic,for religious reasons,3433
"Ie Uru Onna (家売るオンナ, English title Your Home is My Business!) is a Japanese television drama/comedy series, which premiered on NTV on July 13, 2016, starring Keiko Kitagawa in the lead role. Machi Sangenya is a real-estate salesperson whose motto is ""There isn't a house I can't sell.""",What is Ie Uru Onna ?,yes,japanese television drama,contains twelve buildings,7011
four men sit on a stage playing woodwind instruments looking at the four music stands in front of them which have the words The Thistle on them .,What does someone sit on?,no,table,4:00 AM,10627
"Charles Desmond Davies (born June 25, 1986) is a retired American soccer player.",What is Davies ' date of birth ?,yes,born june 25,nkanu west,4539
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic warfare studies.",Is the US still engaging in its own nuclear weapons research?,no,for 150 years,e soflā,629
A woman designer extolling the virtues of one of her paper lamps to a potential client .,Who was something extolled to?,no,person,maram pitti also known,10967
"'Still , Preetam wants to see Nandini if she meets him again .",How much had they known each other?,no,only a few -,branko lustig,0
"Episode 1 is a venture fund set up to invest in early-stage technology companies based in the UK. The three partners behind the fund – Simon Murdoch, Damien Lane and Adrian Lloyd – are experienced entrepreneurs and investors, and have been through every stage of the start-up process, from inception to initial public offering. The firm invests between £250,000 and £2 million in UK based early-stage companies. Episode 1's first fund was launched in 2013 and totalled £37.5m. Its objective is to give a better start to the next generation of British tech ventures than their predecessors. It was created with a mixture of public and private money, including backing from Alex Chesterman of Zoopla Property Group. It is one of the UK Government's Enterprise Capital Funds – set up to support fund managers who invest in small, high-growth businesses. The £12.5 million of private investment was matched with £25 million of public money. The government's Business Secretary Vince Cable endorsed the launch of the fund, saying it 'will target a serious gap in the equity market for high-growth small firms'.The firm launched a second Enterprise Capital Fund totalling £60m in November 2017. The focus of the second fund is also early stage UK based businesses. ",How much money was matched to the first episode 1 investment ?,yes,5 million,teams,7214
