question,label,answerA,answerB,answerC,answerD,id
what might you draw on a picture of someone's face in order to make them look silly?,B,mustache,moustache,curly,strapless,4214_protoqa
complete this sentence. the key to a successful marriage is ____ing together.,C,awake,wake,sleep,tired,4322_protoqa
name a specific topping people put on yogurt.,A,strawberries,grapes,marshmallows,blueberries,2692_protoqa
name something in a woman's purse that a man would never ask to borrow.,A,tampons,condoms,dildos,pedophiles,174_protoqa
name someone a child wants to grow up and be like.,C,parents,bosses,parent,advice,568_protoqa
"if you heard a thump in the night,which cleaning tool might you grab for protection?",C,fork,chimney,broom,leash,5434_protoqa
"tell me a word that can start with ""hit the ____"".",C,bridge,town,road,east,6375_protoqa
name a bad job for someone who always tells the truth.,A,lawyer,officer,lawyers,attorney,1389_protoqa
name a desert that's sold in plastic packages,B,pancakes,cookies,donuts,cookie,2405_protoqa
name the best flavor of popsicle.,C,lime,velvet,cherry,peach,6766_protoqa
name a summer vacation destination that kids never forget.,C,potter,beatles,disney,muse,581_protoqa
name a country to which american jobs are being outsourced,C,india,usa,china,capital,242_protoqa
name a profession with over-caffeinated employees.,D,therapist,physician,receptionist,nurse,1887_protoqa
name a fish that tastes good grilled.,D,spinach,tomato,tuna,salmon,2507_protoqa
name a home appliance that's expensive to replace.,C,empty,washing,fridge,freezer,6963_protoqa
name something that a secretary never wants to run out of at the office.,C,class,blank,paper,assignment,2251_protoqa
name a place where you might see someone cry.,C,bed-stuy,calabash,cemetary,bandstand,1602_protoqa
name something you might put on a baby.,D,braids,thick,wavy,nappy,3877_protoqa
name a profession that uses a ladder.,C,responders,fishermen,firefighters,deputies,3041_protoqa
name something many teens want to do before their parents think they are ready.,D,corner,switch,running,drive,2373_protoqa
name something you could save money on if you didn't have any teeth.,C,toothbrush,band-aid,toothpaste,deodorant,6324_protoqa
name one thing your dream house must have.,A,jacuzzi,mojito,sauna,hammock,6924_protoqa
name a pet that makes a good holiday gift.,A,dog,dogs,cat,monkey,5582_protoqa
name a cooked food that's just as good hot or cold.,C,chocolate,starbucks,pizza,pasta,5014_protoqa
besides lettuce name something a restaurant might put in a dinner salad,A,tomato,garlic,pepper,avocado,473_protoqa
name a gift thats great to give to children if you dont live with them,C,iron,guitar,drum,bass,309_protoqa
name a place where people are asked to rise,B,state,court,sec,police,97_protoqa
name someone who might ask to see your driver's license.,A,cashier,waiter,coworker,waitress,3786_protoqa
name a profession that traditionally has more women than men.,C,part-time,nurse,nursing,vocational,2734_protoqa
in a crowded house name something specific that people line up to use.,D,stuck,bathroom,flat,toilet,1172_protoqa
"besides sleep, name something you'd rather do with the time you spend commuting to and from work",C,answer,what,read,write,1113_protoqa
"name something that might be described as ""strong.""",D,wine,tea,food,coffee,6595_protoqa
name a gift teenagers enjoy receiving.,A,money,cash,some,pay,566_protoqa
name something you see on a christmas wreath,C,coat,hair,bow,ring,2447_protoqa
name a halloween costume you can make at home for cheap.,A,ghost,movie,kid,sound,3763_protoqa
name something a person wishes he could fit into his cubicle at work.,B,channel,television,comics,discovery,95_protoqa
name a type of machine that requires coins.,C,starships,wonderwall,payphone,aerosmith,746_protoqa
name something you know about russia.,A,communism,capitalism,socialism,fascism,3798_protoqa
name a common topic of conversation at men's poker games.,D,games,soccer,football,sports,4985_protoqa
we surveyed 100 men...name something men worry about more than women.,D,cash,some,pay,money,4277_protoqa
name something specific that is sold by the bunch.,B,grapes,bananas,carrots,strawberries,6778_protoqa
name a reason why a college football player might get kicked off his team.,B,replacements,steroids,hookers,concussions,4588_protoqa
name something your spouse might do that ticks you off.,C,growled,farted,snores,cusses,3811_protoqa
name something you might do in the nude if you didn't have neighbors.,D,parasailing,thrifting,sunbath,sunbathe,7258_protoqa
name something you're afraid of that you were afraid of as a kid:,C,spiders,fishes,snakes,mosquitoes,2966_protoqa
"besides asking for a raise, tell us something else people ask their bosses for.",D,holidays,afternoon,evening,vacation,128_protoqa
"as well as a baby, name something you need to bath a baby.",D,elevator,bathroom,cupboard,bathtub,237_protoqa
name an occupation in which you'd probably go through a lot of sunscreen.,D,kennel,chaperone,greyhound,lifeguard,3576_protoqa
"name something your spouse does to let you know they're ""in the mood for love.""",C,use,stick,touch,button,5469_protoqa
name a place where you press buttons.,A,elevator,bathroom,airplane,fence,3012_protoqa
name something people do to pass the time while cooking.,B,write,read,what,answer,5186_protoqa
name something about a man which impresses a woman.,C,muscle,thigh,muscles,stretch,870_protoqa
"name a movie with the word ""cat"" in the title.",C,wolverine,dracula,catwoman,statham,6900_protoqa
name something that people think is a man's job.,A,breadwinner,systm,boxcar,forgein,7130_protoqa
name something that has pineapple in it.,A,juice,sugar,coke,milk,5518_protoqa
other than clothes name something a kid might outgrow,A,toys,dolls,clothing,spice,4150_protoqa
name a high school subject that kids consider difficult.,B,psychology,mathematics,genetics,philosophy,6124_protoqa
tell me something you buy on valentine's day.,B,milk,candy,chocolate,coke,2066_protoqa
name something a parent criticizes their child for doing too fast,A,eating,eat,smoking,drinking,6699_protoqa
"name a subject some people consider ""personal"".",B,relations,finances,expertise,clients,3955_protoqa
name a possession men like to boast about having.,C,pay,some,money,cash,6097_protoqa
name an animal that only eats plants.,C,pig,monkey,cow,rat,330_protoqa
name a kind of place where you might see a portapotty.,C,hall,square,park,hill,1920_protoqa
"name something that kids are bummed to get, but is worse to get as an adult.",C,bangs,pants,braces,legs,3459_protoqa
name something that both infants and adults find soothing.,A,music,dance,song,mix,567_protoqa
name something you might take a motion sickness pill before doing.,D,crossing,boat,shark,flying,7026_protoqa
name the worst kind of footwear to run a marathon in.,B,jacket,boots,socks,shoes,336_protoqa
name something women think they know more about than men.,A,cooking,breakfast,baking,eating,5895_protoqa
name something that makes strange sounds when it gets old.,B,front,car,truck,on,7090_protoqa
name something you hope that youre still doing when youre,D,moving,sitting,running,driving,6848_protoqa
name a type of service person who you never know how much to tip.,C,hardware,mobile,server,software,2333_protoqa
name a president that republicans love.,C,bioware,kwara,fdr,eisenhower,6028_protoqa
name a famous female pop star.,A,madonna,sheeran,perry,miley,3982_protoqa
name something you'd do at a ski resort if you had a broken leg.,A,coffee,wine,tea,food,722_protoqa
name the section of the newspaper people spend the most time reading.,B,karmaloop,classifieds,aggeliesergasias,autonews,1788_protoqa
name a job someone with claustrophobia shouldn't do.,B,misfit,miner,smokehouse,opium,1778_protoqa
name a movie that won many academy awards.,A,titanic,mars,batman,potter,7199_protoqa
name something a germ freak might take from his own kitchen so he does not have to use the one at a restaurant.,D,lodestar,collapsible,sprayer,cutlery,4910_protoqa
name an animal a human could outrun.,C,goats,mice,turtles,monkeys,190_protoqa
name an animal kids always want for a pet and parents always say no to.,A,dog,dogs,cat,monkey,473_protoqa
name a reason why a woman wouldnt change her last name after marrying,B,girls,famous,guy,dating,1241_protoqa
name a reason you might look forward to november,B,holidays,thanksgiving,easter,brunch,5549_protoqa
name a musical instrument in a marching band.,C,iron,bass,drum,guitar,2813_protoqa
name an activity that boys do in a tree house,C,weed,burn,smoke,smoking,1219_protoqa
name something women don't like to do with their husbands.,B,bag,shop,free,store,6259_protoqa
name a place where people wear very little clothing during the winter,D,evening,holidays,afternoon,vacation,2391_protoqa
name something you can't do until you're a certain age.,C,corner,switch,drive,running,1288_protoqa
name something a women might put in her hair.,C,chenille,cadran,barrette,boulanger,1796_protoqa
name something a mother would be really embarrassed to have her child do in front of grandma.,D,yuu,meh,cus,cuss,7234_protoqa
name a food that's good with almonds.,C,nutella,vodka,chocolate,banana,1611_protoqa
name something people do on ice,C,pro,cone,skate,bike,5605_protoqa
name something a recruit in the military might spend a lot of time doing.,A,pushups,sit-ups,push-ups,crunches,4078_protoqa
name something people have delivered on a regular basis.,B,published,newspaper,archives,reddit,6061_protoqa
"since first daughter malia obama has allergies, what would be a good breed of dog for her to get?",A,poodle,labrador,beagle,terrier,937_protoqa
name something rude people do while you're trying to talk to them on the phone.,C,bake,bread,eat,drink,208_protoqa
"name something a husband always says he's going to do around the house, even though he has no clue how to do it.",C,cleaning,dishes,laundry,washing,3667_protoqa
name something that couples often get more than one of as wedding presents.,A,toaster,flavored,flavoured,soap,6736_protoqa
name something people go to the mountains to do.,B,closure,hike,cleanup,reservation,5057_protoqa
"besides your family, name someone you see regularly.",B,co-worker,coworker,colleague,neighbour,1118_protoqa
name something teenagers think it's important to be good at.,D,half,later,already,school,402_protoqa
name something you squeeze before you buy it,A,tomatoes,mushrooms,onions,olives,2400_protoqa
