sentence,question,answer,label,category,id
The factory is highly automated and designed to shift flexibly to produce many different kinds of chips to suit demand.,How long does the factory spend making chips?,0.67 minutes,no,Event Duration,7710_MC_TACO
"He tried to halt the Dayaks' piracy and head-hunting while defending their more ""morally acceptable"" customs.",What time of day does he usually speak?,morning,yes,Typical Time,1710_MC_TACO
Another way is when an animal or plant is brought to an area where it does not belong.,How long does it take for a plant to overtake a non-native area?,3 years,yes,Event Duration,2914_MC_TACO
"Soaking wet, he ran toward where I was eating a sandwich on the grass and curled right up in my lap so I could make him feel better.",How many times per month does he lay in her lap?,every other year,no,Frequency,4120_MC_TACO
"During a blackout , the house is attacked by aliens , who had previously killed Joe and abducted Iris .",When did the aliens kill Joe?,"at 8 pm on 8th february, 2015",yes,Typical Time,3763_MC_TACO
The bear looked up at the girl and it was almost as if he was smiling at her.,Was the bear always smiling at the girl?,every month,no,Stationarity,1256_MC_TACO
Tim knew if the bike was going to be in any of the presents it was going to be in this box.,"After Tim found the box, what happened?",he flung it away,no,Event Ordering,715_MC_TACO
"After several years of private practice from 1982-90, he became the judge of Decatur County Court for a year.",How often are judges elected,every thirty weeks,no,Frequency,2415_MC_TACO
"In the region around Genoa, he enrolled a thousand men to go on what looked like a desperate enterprise.",How long did the desperate enterprise take?,one century,no,Event Duration,2428_MC_TACO
"At 9:21, it advised the Dulles terminal control facility, and Dulles urged its controllers to look for primary targets.",How often did they have to advise Dulles that day?,300 times,no,Frequency,1258_MC_TACO
"Meanwhile , whilst living on the estate , Mr. Neville gains quite a reputation with its dwellers , especially with Mrs. Herbert's son-in-law , Mr. Talmann .",How long did Mr. Neville live on the estate?,3 hours,no,Event Duration,818_MC_TACO
"The legal system marketplace just doesn't serve low-income people too well, except in fee-generat-ing type cases, Brewer said.",What did Brewer do after he spoke?,he waited for a response,yes,Event Ordering,2262_MC_TACO
"The next evening, she arrived with a stack of glistening stopboxes containing sushi, sashimi, oysters in their shells, and Terran vegetables fresh plucked from their hydroponic beds.",At what time did she arrive?,at dawn,no,Typical Time,486_MC_TACO
Johnson is a justice on California's Second District Court of Appeal.,How many times a week does Johnson go to court?,15 days,no,Frequency,6511_MC_TACO
"Mama kept her mink jacket, a family hand-me-down, safe from time in a stopbox, and lent the capturador to my uncle for his stamp collection.",When did Mama put the jacket in the stopbox?,last season,yes,Typical Time,3552_MC_TACO
"Picasso manages to enter the building , but is prevented from killing Nunemarcher by Cross , and escapes after being shot by Kane .",How long did it take Picasso to enter the building?,it took picasso three days to enter the building,no,Event Duration,3729_MC_TACO
"Jud replies , `` Christ on His throne , no. .",How often does Jud attend Church?,every monday at 1.67 am,no,Frequency,6096_MC_TACO
"She began to tell the story of Majestic, the wild horse who could not be calmed.",How long did she tell the story?,3 months,no,Event Duration,5733_MC_TACO
"Meanwhile , after being placed in the Cairo Museum , the mummy of Prem is revived when Hasmid chants the sacred oath on the shroud .",Does the mummy stay in the Cairo Museum?,the pharaoh was never at the museum,no,Stationarity,4764_MC_TACO
"The previous numismatic record holder was an 1804 U.S. silver dollar, which sold for $4.14 million in 1999.",How often are 1804 U.S. silver dollars purchased?,once a month,no,Frequency,8521_MC_TACO
"The issues I've dealt with through the years have been on the side of helping people maintain the basics of life - home, healt h care, jobs and family.""",Are they still helping people?,no they stopped after a month,no,Stationarity,473_MC_TACO
"With this, it became impossible for me to stay upstairs, he said, pointing to the scars on his forearm.",How long had he lived upstairs?,2 months,yes,Event Duration,3051_MC_TACO
The cute red ball rolled over to the blue ball and said hello.,How long did it take for the red ball to roll over to the blue ball?,he hit the ball,no,Event Duration,1764_MC_TACO
"Our emphasis has been on having our potential clients know about us and deliver services to them, Dudovitz said.",How often does Dudovitz contract potential clients?,every two centuries,no,Frequency,6862_MC_TACO
"Jud replies , `` Christ on His throne , no. .",How often does Jud attend Church?,every sunday,yes,Frequency,6098_MC_TACO
They also operate a legal arm that assists migrant workers from Texas to Kentucky.,What day of the week do migrant worker receive help?,monday also,no,Typical Time,3230_MC_TACO
He recalled that theTaliban had spotted a Predator in the fall of 2000 and scrambled their MiG fighters.,What happened after the MiG fighters scrambled?,they had an airborne illness,no,Event Ordering,955_MC_TACO
"At about 9:20, security personnel at FAA headquarters set up a hijacking teleconference with several agencies, including the Defense Department.",When did the teleconference end?,the telecon briefing ended at 12pm,yes,Typical Time,1852_MC_TACO
A thwarted Mongol invasion in 1274 weakened the Kamakura regime.,What happened before the thwarted Mongol invasion?,the kamakura were nervous and weak and afraid that someone would try to invade them,yes,Event Ordering,7991_MC_TACO
"The music , in a garage punk vein , plays an important role in the film .",When does the music start playing in the film?,at the five month mark,no,Typical Time,1410_MC_TACO
"Wallace, 38, called Gastonia home from the age of 8 until she graduated from Hunter Huss High School in 1983.",How many times a week did Wallace go to school?,three minutes a week,no,Frequency,3286_MC_TACO
"In this case he looks to his girlfriend , Violet .",What happened after he looked at Violet?,he could not see her,no,Event Ordering,3134_MC_TACO
"The major organs of the digestive system include the mouth, esophagus, stomach, and small and large in- testines.",How often is the digestive system used?,every century,no,Frequency,3694_MC_TACO
"Other times, they play a game with Quack where they wave at Quack and laugh.",How often do they play a game with Quack ?,they play every other night,yes,Frequency,2692_MC_TACO
"Safti at first resists , but ultimately succumbs to Edwina's charms and falls hopelessly in love with her .",When is she attempting to charm him?,when he was a child,no,Typical Time,3533_MC_TACO
Ana studied very hard to be the best she could be at spelling.,"How long did Ana study everyday, so that she could be the best at spelling?",ana studied for two hours everyday,yes,Event Duration,4386_MC_TACO
He recalled that theTaliban had spotted a Predator in the fall of 2000 and scrambled their MiG fighters.,How long did it take to assemble the MiG fighters?,1 month,no,Event Duration,960_MC_TACO
"She renews in Ranchipur an acquaintance with a former lover , Tom Ransome , now a dissolute alcoholic .",For how long was she Tom's lover?,a few years,yes,Event Duration,219_MC_TACO
"At the same time, the Sudanese regime began to change.",What transpired before the regime?,a group of city states,no,Event Ordering,2715_MC_TACO
"Ratners's chairman, Gerald Ratner, said the deal remains of ""substantial benefit to Ratners.""",What happened after the chairman spoke?,a meteor hit the office,no,Event Ordering,8683_MC_TACO
"If you walked, you used chemical energy from the food you ate.",How often do you eat a meal?,i eat a meal every 3 centuries,no,Frequency,2590_MC_TACO
"California was first to require smog checks for clean air, pass anti-tobacco initiatives and bike helmets laws.",What happened after the bike helmets law was passed?,people would get a ticket if not wearing a helmet,yes,Event Ordering,8876_MC_TACO
"President Clinton told us that when he pulled Musharraf aside for a brief, one-on-one meeting, he pleaded with the general for help regarding  Bin Laden.""",What time did the meeting occur?,about 10 am,yes,Typical Time,1993_MC_TACO
