context,question,label,answer1,answer2,index1
"A dark - skinned man in traditional African garb stares into the camera , his right eye appears to have a cataract .",What does something appear to do?,yes,to have a cataract,plants,587
A woman poses with a minstrel in a city square .,How does someone pose?,yes,minstrel,like,3390
A they is holding a cleanser in front of an oven .,Who is holding something?,no,A child,they,1013
An elderly man sits on a stool robed in off - white,Who sits somewhere?,no,women,in the road,108
Two magicians trying to hurry up for a night in town .,What does someone hurry about?,no,a show,in the street,3103
"A first wearing a brown scarf and sunglasses , walks through a shopping outlet .",Who walks somewhere?,no,A woman,offence,737
"A bare headed man wearing a dark blue cassock , sandals , and dark blue socks mounts the stone stairs leading into a weathered old building .",What leads into something?,no,the stone steps,team,3121
Three like walking through a ravine between two rocky cliffs .,Who is walking?,no,Three people,that,69
An olympic contender from China is struggling to lift a barbell .,Who is struggling to do something?,no,team,another,4236
"A group of children and adults are gathered in an outdoor desert area as if preparing for or returning from an outing , with several kids wearing matching light blue backpacks and a Saguaro cactus in the far left background .",Where is someone gathered?,no,in an outdoor desert setting,A woman,2709
A man and a woman sitting at a table gambling .,Where is someone sitting?,no,like,like,1824
A young man wearing blue jeans and converse is dancing while grasping the hand of a young woman,When is someone dancing?,no,while grasping the hand of a young lady,"a beautiful pink , jewel encrusted outfit and makeup",3691
Causal orchestra members play in a church sanctuary as the stain glass window and elegant columns stand boldly behind them .,How does something stand?,yes,boldly,women,2210
Two hockey players trying to get a song to go their way while a referee makes a decision .,What goes?,no,a puck,a highchair,3975
a sign telling you to accept jesus as your savior .,Who is being accepted?,no,this,One man with glasses,676
The gal in the yellow hard hat is rock climbing up the steep rock .,What is something climbing up?,no,about,person,3524
"A always riding a four - wheel ATV in the dessert , kicking up sand in his wake .",Who is kicking up something?,no,A man,people,371
A toddler wearing an Elmo t - shirt is standing in Santa 's sleigh .,What did someone wear?,no,dress,group,176
A baseball team in blue scoring run by crossing home plate .,Who is crossing somewhere?,no,A baseball player,riding,3793
A body modifier enjoys a beer while relaxing on a nice sunny day .,When does something enjoy something?,no,working,A woman,362
"The drunk man in the gray shirt is attempting to drill into a keg of beer , while another keg awaits .",Who is attempting to do something?,no,suit,band,1184
A woman in jeans and a sweater is packing a rubber tote .,What is someone packing?,yes,a rubber tote,A bull,1587
A skier is skiing down a mountain wearing goggles and a red anorak .,What is someone wearing?,yes,anorak,An athletic male,3658
"A female cowgirl riding a horse , at a ranch .",Who is riding something?,yes,cowgirl,A male doctor,3244
The someone in the blue saree is laughing .,Who is laughing?,no,The woman,team,1727
"A black man with gray hair , wearing a tan and white plaid button - down shirt , is steadying a large woven circular basket of bananas atop his right .",Where is something being steadied?,no,atop his head,design,2987
"A black and white spaniel gently mouths the face of a toddler - aged girl wearing a red shirt , khaki skirt and black shoes while the girl looks both amused and somewhat disgusted by the dog 's touch .",How is someone disgusted?,no,somewhat,Spiderman,3173
"A street street where goods of fruit and vegetables are being sold by three men , one wearing a long - sleeve white shirt and checked bottoms , the next wearing a yellow shirt with green checkered bottoms , and the last in red .",What is sold?,no,A street market,The man,191
A smiling girl with a beard holds up a poster showing an abstract elephant cartoon painted in horizontal rainbow stripes .,Who is smiled?,no,man,other,2899
A from hugging his spouse looks across the waterway .,Who looks somewhere?,no,A man,rodeo,1517
"A person , costumed as the devil , stands with a young woman .",Who does someone stand with?,no,child,an ornamental gateway,1234
A BMW rider makes a fantastic jump as onlookers marvel .,What does someone make?,no,story,room,3236
Two kids work on a science project with leaves at a park bench .,What does someone work on?,no,a science experiment,others,3739
A each holding a giant hotdog covered with mustard .,Who is covered with something?,no,A woman,on a shopping cart,231
A man dressed as a safari show poses with a woman and his inflatable tiger toy .,What was someone dressed as?,no,a safari hunter,Ballerina,1995
A group of theater students are jumping in sequence on television .,Where is someone jumping?,no,on stage,back,1511
A someone in a yellow shirt is eating pizza .,Who is eating something?,no,A boy,matador,3031
A large class of people wearing robes and mortarboards is waiting for their diplomas .,Who wore something?,no,A large class of graduates,A man,3423
Two comedians performing a routine .,Who is performing something?,no,when,an Asian man,2534
Two men working at a Donut Shop promote their new product candied apples as Customers decide what is the healthiest option .,How does someone promote something?,no,choice,clothing,3410
"A black - haired man drives a red Coca Cola cart down a highway , with tall green Palmettos on his right hand side .",What does someone drive?,no,a red Coca Cola truck,back,3415
"At the rodeo , a patriotic cowboy and cowgirl prepare to ride with an american flag .",Where does someone ride with something?,no,show,girl,816
A scientist performs a lab test using fresh raw eggs .,Who uses something?,no,they,Three men,822
