context,question,label,answerA,answerB,answerC,answerD,answerE
"'He would splash and splash until he was ready to go back upstairs, where he would sleep for hours, having worn himself out again.",How many did he go out to pool and splash?,E,many hours,every century,pushkin liked to speak at high noon usually,japan negotiating with the chinese government,None of the above
"'He would splash and splash until he was ready to go back up, where he would sleep for hours, having worn himself out often.",How frequently did he go out to bath and splash?,C,a week,one century,a couple times a week,once per quarter,None of the above
"'He would splash and splash until he was ready to go back to, where he would sleep for hours, having worn himself out again.",What time did he start playing?,E,aircraft are hijacked once a week,6 years,ten minutes,a month ago,None of the above
"'He would splash and splash until he was ready to go back to, where he would sleep for hours, having worn himself out again.",What time did he start playing?,E,all time,5 times a minute,a year ago,an minute,None of the above
"'He would splash and splash until he was ready to go back to, where he would sleep for hours, having worn himself out too.",What time did he start playing?,E,max and joey ran 20 % through the fields,at 12 am,pushkin has published 50 poems in total,she wanted a jim beam,None of the above
"'He would splash and splash until he was ready to go back upstairs, where he would sleep for hours, having worn himself out before.",What time did he start playing?,E,the work gets the award,1 day,several times a century,until midnight,None of the above
"'He would splash and splash until he was ready to go back to, where he would sleep for hours, having worn himself out too.",What time did he start playing?,E,they change at day time,once every 30 days,they can only eat 1 meal per month,at 10 pm,None of the above
"'He would splash and splash until he was ready to go back to, where he would sleep for hours, having worn himself out again.",What time did he start playing?,E,a day ago,it was accepted by others,every few years,once per quarter,None of the above
"'He would splash and splash until he was ready to go back to, where he would sleep for hours, having worn himself out again.",What time did he start playing?,E,five hours,every hours,7 hours,a year ago,None of the above
"'He would splash and splash until he was ready to go back upstairs, where he would sleep for hours, having worn himself out before.",What time did he start playing?,E,every second,every few years,at midnight,at 12 am,None of the above
"'He would splash and splash until he was ready to go back to, where he would sleep for hours, having worn himself out again.",What time did he start playing?,E,they can eat as often as they want to,3 times a hour,a century ago,they change at night time,None of the above
"'He would splash and splash until he was ready to go back upstairs, where he would sleep for hours, having worn himself out before.",What time did he start playing?,E,10 years,once every month,after midnight,found a new apartment,None of the above
"'He would splash and splash until he was ready to go back in, where he would sleep for hours, having worn himself out again.",What happened after he slept?,A,he woke up,the press recorded their thoughts,they can only eat 1 meal per night,it was 9 years,None of the above
"'He would splash and splash until he was ready to go back to, where he would sleep for hours, having worn himself out again.",How much would he splash and swim for?,B,aircraft are hijacked once a hour,1 hour,every other month,18 times a year,None of the above
"'He would splash and splash until he was ready to go back in, where he would sleep for hours, having worn himself out too.",How much would he splash and swim for?,B,within a few seconds,for an hour,it was 9 years,3 day,None of the above
"'He would splash and splash until he was ready to go back to, where he would sleep for hours, having worn himself out again.",How much would he splash and swim for?,E,5 seconds,they both laughed,2 times a seconds,1.5 hours,None of the above
"'He would splash and splash until he was ready to go back to, where he would sleep for hours, having worn himself out too.",How much would he splash and swim for?,E,aircraft are hijacked once a week,1 month,5 days,an minute,None of the above
"'He would splash and splash until he was ready to go back inside, where he would sleep for hours, having worn himself out before.",How many would he splash and swim for?,E,15 days,5 centuries,10 years,21 hours,None of the above
"In one of the walls, a man has been cut out and is instead sitting on the window's frame, perhaps taking a break from posing?",How much does the artist make paintings?,E,midnight,each hour,people letters to president roosevelt once a year,it was forgotten,None of the above
"In one of the walls, a man has been cut out and is instead sitting on the window's frame, perhaps taking a break from posing?",How much does the artist make paintings?,E,twice a minute,for less than a minute,they go to their destinations,at least 30 %,None of the above
"In one of the walls, a man has been cut out and is instead sitting on the window's frame, perhaps taking a break from posing?",How much does the artist make paintings?,E,18 times a year,they lost a hundred wars,twice a century,he published books of his own,None of the above
"In one of the walls, a man has been cut out and is instead sitting on the window's frame, perhaps taking a break from posing?",How much does the artist make paintings?,E,9 times each year,once a second,about once a month,yes they do this every century for fun,None of the above
