context,question,label,answerA,answerB,answerC,answerD,answerE
The bulls take on the Hawks in the NBA march madness .,Where does someone take on something?,D,through a thicket,his right eye,as his female friends laughs it on,in the NBA march madness,None of the above
Several people on horses are all in a hurry to get somewhere .,Who gets somewhere?,A,Several people on horses,his bicycle,in a salon,by a candle,None of the above
"A smiling , bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide .",Who is smiled?,A,bare chested Oriental man,in camouflage,Man,Man in tan shirt and brown pants,None of the above
"A smiling , bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide .",Who is chested?,A,Oriental man,A newborn boy,A man in a black coat,as he hammers a chisel at his work,None of the above
"A smiling , bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide .",Who wears something?,C,on the wooden slats of a park bench,to touch a dolphin or whale or some kind of marine animal,"A smiling , bare chested Oriental man",the procedures of the project,None of the above
"A smiling , bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide .",Who is wearing something?,B,A bare headed man,Oriental man,navy shorts and t - shirt,"A man wearing a plaid shirt , gray vest , and brown tie",None of the above
"A smiling , bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide .",What does someone wear?,C,"a black sweater , black glasses , and dark pants",A man wearing a red shirt and a white and dark cap,gray pants,a white shirt,None of the above
"A smiling , bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide .",What holds something?,B,his head and face,"A smiling , bare chested Oriental man wearing gray pants",in orange overall,around him,None of the above
"A smiling , bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide .",What does something hold?,A,a sharp object,in the sidewalk measuring,in front of the Drake hotel,A boy,None of the above
"A smiling , bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide .",Where does someone hold something?,B,a bench,against his chest,onto the statue,to ride with an american flag,None of the above
"A smiling , bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide .",How does someone hold something?,C,in white,with a leaf blower,in a disturbing portrayal of the last moments before he will commit suicide,A farmer,None of the above
"A smiling , bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide .",Who commit something?,D,a beauty competition of some sort sponsored by the Chinese,a little boy,in a boxing match,"A smiling , bare chested Oriental man",None of the above
A man with long hair and wearing a blue shirt is juggling four tangerines .,Who is wearing something?,B,while drinking a cola,A man,a saw,An empty chairlift and a chairlift,None of the above
A man with long hair and wearing a blue shirt is juggling four tangerines .,What did someone wear?,D,by a lampshade,the water,he can smell fresh air,a blue shirt,None of the above
A man with long hair and wearing a blue shirt is juggling four tangerines .,Who is juggling something?,C,a strange helmet,to fix an injury to his arm,A man,A brunette female,None of the above
A man with long hair and wearing a blue shirt is juggling four tangerines .,What is someone juggling?,B,many tubes,four tangerines,olive drab uniforms,Two wrestlers,None of the above
"Three people , two males and a female , work in shallow dug out pits during an archaeological excavation .",Who works somewhere?,C,food,People,Three people,glasses and a black blouse,None of the above
"Three people , two males and a female , work in shallow dug out pits during an archaeological excavation .",Where does someone work?,A,in shallow dug out pits,the tummy of the sleeping child,as spectators look on,the boardwalk,None of the above
"Three people , two males and a female , work in shallow dug out pits during an archaeological excavation .",What does someone work in?,B,out on his tray,shallow dug out pits,the suitcase,black smoke billow,None of the above
